index,st_name,year,indv_id,pc_no,pc_name,pc_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors,max_votes,winner,id,handle
412,Tamil Nadu,2014,,37,Tenkasi ,SC,Vasanthi.M,F,ADMK,ADMK,424586,1382081,424586,1,412,-
413,Tamil Nadu,2014,,38,Tirunelveli,GEN,Prabakaran.K.R.P,M,ADMK,ADMK,398139,1420435,398139,1,413,-
414,Tamil Nadu,2014,,39,Kanniyakumari,GEN,Radhakrishnan P.,M,BJP,BJP,372906,1467796,372906,1,414,-
415,Tripura,2014,2301,1,Tripura West,GEN,Sankar Prasad Datta,M,CPM,CPM,671665,1248546,671665,1,415,@SankarDatta12
416,Tripura,2014,,2,Tripura East,ST,Jitendra Chaudhury,M,CPM,CPM,623771,1140276,623771,1,416,-
417,Uttar Pradesh,2014,2401,1,Saharanpur,GEN,Raghav Lakhanpal,M,BJP,BJP,472999,1608833,472999,1,417,@R_Lakhanpal
418,Uttar Pradesh,2014,2402,2,Kairana,GEN,Hukum Singh,M,BJP,BJP,565909,1531767,565909,1,418,@hukumbjp
419,Uttar Pradesh,2014,2403,3,Muzaffarnagar,GEN,(Dr.) Sanjeev Kumar Balyan,M,BJP,BJP,653391,1588475,653391,1,419,@drsanjeevbalyan
420,Uttar Pradesh,2014,,4,Bijnor,GEN,Kunwar Bhartendra,M,BJP,BJP,486913,1562081,486913,1,420,-
421,Uttar Pradesh,2014,,5,Nagina,SC,Yashwant Singh,M,BJP,BJP,367825,1493419,367825,1,421,-
422,Uttar Pradesh,2014,2406,6,Moradabad,GEN,Kunwer Sarvesh Kumar,M,BJP,BJP,485224,1771985,485224,1,422,@kunwar_sarvesh
423,Uttar Pradesh,2014,,7,Rampur,GEN,",Dr. Nepal Singh",M,BJP,BJP,358616,1616972,358616,1,423,-
424,Uttar Pradesh,2014,2408,8,Sambhal,GEN,Satyapal Singh,M,BJP,BJP,360242,1693229,360242,1,424,@dr_satyapal
425,Uttar Pradesh,2014,2409,9,Amroha,GEN,Kanwar Singh Tanwar,M,BJP,BJP,528880,1544245,528880,1,425,@KSTanwar_BJP 
426,Uttar Pradesh,2014,2410,10,Meerut,GEN,Rajendra Agarwal,M,BJP,BJP,532981,1764388,532981,1,426,@MP_Meerut
427,Uttar Pradesh,2014,2411,11,Baghpat,GEN,Dr. Satya Pal Singh,M,BJP,BJP,423475,1505175,423475,1,427,@dr_satyapal
428,Uttar Pradesh,2014,2412,12,Ghaziabad,GEN,Vijay Kumar Singh,M,BJP,BJP,758482,2357553,758482,1,428,@Gen_VKSingh
429,Uttar Pradesh,2014,2413,13,Gautam Buddha Nagar,GEN,Dr.Mahesh Sharma,M,BJP,BJP,599702,1986109,599702,1,429,@dr_maheshsharma
430,Uttar Pradesh,2014,2414,14,Bulandshahr,SC,Bhola Singh,M,BJP,BJP,604449,1736436,604449,1,430,@MpDrBholaSingh
431,Uttar Pradesh,2014,,15,Aligarh,GEN,Satish Kumar,M,BJP,BJP,514622,1793126,514622,1,431,-
432,Uttar Pradesh,2014,,16,Hathras,SC,Rajesh Kumar Diwaker,M,BJP,BJP,544277,1758927,544277,1,432,-
433,Uttar Pradesh,2014,2417,17,Mathura,GEN,Hema Malini,F,BJP,BJP,574633,1682260,574633,1,433,@dreamgirlhema
434,Uttar Pradesh,2014,2418,18,Agra,SC,Dr. Ram Shankar Katheria,M,BJP,BJP,583716,1814739,583716,1,434,@DrRamShankarMP
435,Uttar Pradesh,2014,419,19,Fatehpur Sikri,GEN,Babulal,M,BJP,BJP,426589,1580582,426589,1,435,@chbabulal 
436,Uttar Pradesh,2014,,20,Firozabad,GEN,Akshay Yadav,M,SP,SP,534583,1636738,534583,1,436,-
437,Uttar Pradesh,2014,,21,Mainpuri,GEN,Mulayam Singh Yadav,M,SP,SP,595918,1653058,595918,1,437,-
438,Uttar Pradesh,2014,2422,22,Etah,GEN,Rajveer Singh (Raju Bhaiya),M,BJP,BJP,474978,1577457,474978,1,438,@RajveersinghRS
439,Uttar Pradesh,2014,2423,23,Badaun,GEN,Dharmendra Yadav,M,SP,SP,498378,1769145,498378,1,439,@DharmendraY_SP 
440,Uttar Pradesh,2014,,24,Aonla,GEN,Dharmendra Kumar,M,BJP,BJP,409907,1653577,409907,1,440,-
441,Uttar Pradesh,2014,2425,25,Bareilly,GEN,Santosh Kumar Gangwar,M,BJP,BJP,518258,1664081,518258,1,441,@santoshgangwar 
442,Uttar Pradesh,2014,2426,26,Pilibhit,GEN,Maneka Sanjay Gandhi,F,BJP,BJP,546934,1671154,546934,1,442,@Manekagandhibjp 
443,Uttar Pradesh,2014,2427,27,Shahjahanpur,SC,Krishna Raj,F,BJP,BJP,525132,1979294,525132,1,443,@KrishnaRajMOS
444,Uttar Pradesh,2014,,28,Kheri,GEN,Ajay Kumar,M,BJP,BJP,398578,1679466,398578,1,444,-
445,Uttar Pradesh,2014,2429,29,Dhaurahra,GEN,Rekha,F,BJP,BJP,360357,1558041,360357,1,445,@mp_rekha
446,Uttar Pradesh,2014,2430,30,Sitapur,GEN,Rajesh Verma,M,BJP,BJP,417546,1550263,417546,1,446,@rajeshverma4bjp
447,Uttar Pradesh,2014,2431,31,Hardoi,SC,Anshul Verma,M,BJP,BJP,360501,1714388,360501,1,447,@AnshulV16011813
448,Uttar Pradesh,2014,2432,32,Misrikh,SC,Anju Bala,F,BJP,BJP,412575,1725589,412575,1,448,@anju_mp
449,Uttar Pradesh,2014,2433,33,Unnao,GEN,Sakshi Maharaj,M,BJP,BJP,518834,2164392,518834,1,449,@drsakshimaharaj
450,Uttar Pradesh,2014,,34,Mohanlalganj,SC,Kaushal Kishore,M,BJP,BJP,455274,1838194,455274,1,450,-
451,Uttar Pradesh,2014,2435,35,Lucknow,GEN,Raj Nath Singh,M,BJP,BJP,561106,1949956,561106,1,451,@rajnathsingh
452,Uttar Pradesh,2014,,36,Rae Bareli,GEN,Sonia Gandhi,F,INC,INC,526434,1594954,526434,1,452,-
453,Uttar Pradesh,2014,2437,37,Amethi,GEN,Rahul Gandhi,M,INC,INC,408651,1669843,408651,1,453,@OfficeofRG
454,Uttar Pradesh,2014,2438,38,Sultanpur,GEN,Feroze Varun Gandhi,M,BJP,BJP,410348,1703698,410348,1,454,@varungandhi80 
455,Uttar Pradesh,2014,,39,Pratapgarh,GEN,Kuwar Harivansh Singh,M,AD,AD,375789,1716394,375789,1,455,-
456,Uttar Pradesh,2014,2440,40,Farrukhabad,GEN,Mukesh Rajput,M,BJP,BJP,406195,1613781,406195,1,456,@RajputMukesh7
457,Uttar Pradesh,2014,,41,Etawah,SC,Ashok Kumar Doharey,M,BJP,BJP,439646,1707237,439646,1,457,-
458,Uttar Pradesh,2014,2442,42,Kannauj,GEN,Dimple Yadav,F,SP,SP,489164,1808886,489164,1,458,@dimpleyadav
459,Uttar Pradesh,2014,2443,43,Kanpur,GEN,Dr.Murli Manohar Joshi,M,BJP,BJP,474712,1611248,474712,1,459,@drmmjoshibjp
460,Uttar Pradesh,2014,2444,44,Akbarpur,GEN,Devendra Singh @ Bhole Singh,M,BJP,BJP,481584,1768635,481584,1,460,@dsbhole 
461,Uttar Pradesh,2014,2445,45,Jalaun,SC,Bhanu Pratap Singh Verma,M,BJP,BJP,548631,1887189,548631,1,461,@mpjalaun
462,Uttar Pradesh,2014,2446,46,Jhansi,GEN,Uma Bharati,F,BJP,BJP,575889,1932052,575889,1,462,@umasribharti
463,Uttar Pradesh,2014,,47,Hamirpur,GEN,Kunwar Pushpendra Singh Chandel,M,BJP,BJP,453884,1737993,453884,1,463,-
464,Uttar Pradesh,2014,,48,Banda,GEN,Bhairon Prasad Mishra,M,BJP,BJP,342066,1601855,342066,1,464,-
465,Uttar Pradesh,2014,2449,49,Fatehpur,GEN,Niranjan Jyoti,F,BJP,BJP,485994,1804753,485994,1,465,@SadhviNiranjan 
466,Uttar Pradesh,2014,2450,50,Kaushambi,SC,Vinod Kumar Sonkar,M,BJP,BJP,331724,1738509,331724,1,466,@BJPVinodSonkar
467,Uttar Pradesh,2014,2452,51,Phulpur,GEN,Keshav Prasad Maurya,M,BJP,BJP,503564,1913275,503564,1,467,@kpmaurya1
468,Uttar Pradesh,2014,2452,52,Allahabad,GEN,Shyama Charan Gupta,M,BJP,BJP,313772,1666569,313772,1,468,@ShyamaCGupta
469,Uttar Pradesh,2014,2453,53,Barabanki,SC,Priyanka Singh Rawat,F,BJP,BJP,454214,1721278,454214,1,469,@priyankaMP_BBK 
470,Uttar Pradesh,2014,2454,54,Faizabad,GEN,Lallu Singh,M,BJP,BJP,491761,1738701,491761,1,470,@LalluSinghBJP
471,Uttar Pradesh,2014,2455,55,Ambedkar Nagar,GEN,Hari Om Pandey,M,BJP,BJP,432104,1718774,432104,1,471,@hariompandeyMP
472,Uttar Pradesh,2014,,56,Bahraich,SC,Sadhvi Savitri Bai Foole,F,BJP,BJP,432392,1638640,432392,1,472,-
473,Uttar Pradesh,2014,2457,57,Kaiserganj,GEN,Brij Bhusan Sharan Singh,M,BJP,BJP,381500,1711967,381500,1,473,@BrijBhushanMP
474,Uttar Pradesh,2014,2458,58,Shrawasti,GEN,Daddan Mishra,M,BJP,BJP,345964,1788080,345964,1,474,@daddanmishra
475,Uttar Pradesh,2014,2459,59,Gonda,GEN,Kirti Vardhan Singh,M,BJP,BJP,359639,1710825,359639,1,475,@KVSinghMPGonda
476,Uttar Pradesh,2014,2460,60,Domariyaganj,GEN,Jagdambika Pal,M,BJP,BJP,298845,1761415,298845,1,476,@pal_jagdambika
477,Uttar Pradesh,2014,,61,Basti,GEN,Harish Chandra Alias Harish Dwivedi,M,BJP,BJP,357680,1787476,357680,1,477,-
478,Uttar Pradesh,2014,2462,62,Sant Kabir Nagar,GEN,Sharad Tripathi,M,BJP,BJP,348892,1904315,348892,1,478,@sharad465 
479,Uttar Pradesh,2014,463,63,Maharajganj,GEN,Pankaj,M,BJP,BJP,471542,1743131,471542,1,479,@MPMaharajganj
480,Uttar Pradesh,2014,2464,64,Gorakhpur,GEN,Adityanath,M,BJP,BJP,539127,1903988,539127,1,480,@myogiadityanath
481,Uttar Pradesh,2014,2465,65,Kushi Nagar,GEN,Rajesh Pandey Urf Guddu,M,BJP,BJP,370051,1680992,370051,1,481,@rajeshpandeyMP
482,Uttar Pradesh,2014,2466,66,Deoria,GEN,Kalraj Mishra,M,BJP,BJP,496500,1806926,496500,1,482,@KalrajMishra
483,Uttar Pradesh,2014,,67,Bansgaon,SC,Kamlesh Paswan,M,BJP,BJP,417959,1760090,417959,1,483,-
484,Uttar Pradesh,2014,2468,68,Lalganj,SC,Neelam Sonkar,F,BJP,BJP,324016,1661470,324016,1,484,@NeelamSonker 
485,Uttar Pradesh,2014,,69,Azamgarh,GEN,Mulayam Singh Yadav,M,SP,SP,340306,1703121,340306,1,485,-
486,Uttar Pradesh,2014,,70,Ghosi,GEN,Harinarayan Rajbhar,M,BJP,BJP,379797,1891112,379797,1,486,-
487,Uttar Pradesh,2014,,71,Salempur,GEN,Ravindra Kushawaha,M,BJP,BJP,392213,1661737,392213,1,487,-
488,Uttar Pradesh,2014,2472,72,Ballia,GEN,Bharat Singh,M,BJP,BJP,359758,1768271,359758,1,488,@bharat_bjp
489,Uttar Pradesh,2014,2473,73,Jaunpur,GEN,Krishna Pratap ''''''''K.P.'''''''',M,BJP,BJP,367149,1848842,367149,1,489,@kpsinghmp
490,Uttar Pradesh,2014,2474,74,Machhlishahr,SC,Ram Charitra Nishad,M,BJP,BJP,438210,1891969,438210,1,490,@rcnishadbjp
491,Uttar Pradesh,2014,2475,75,Ghazipur,GEN,Manoj Sinha,M,BJP,BJP,306929,1801519,306929,1,491,@manojsinhabjp
492,Uttar Pradesh,2014,2476,76,Chandauli,GEN,Dr Mahendra Nath Pandey,M,BJP,BJP,414135,1593133,414135,1,492,@DrMNPandeyMP
493,Uttar Pradesh,2014,2477,77,Varanasi,GEN,Narendra Modi,M,BJP,BJP,581022,1766487,581022,1,493,@narendramodi
494,Uttar Pradesh,2014,2478,78,Bhadohi,GEN,Virendra Singh,M,BJP,BJP,403695,1834598,403695,1,494,@virendrasnghBJP
495,Uttar Pradesh,2014,2479,79,Mirzapur,GEN,Anupriya Singh Patel,F,AD,AD,436536,1720661,436536,1,495,@AnupriyaSPatel
496,Uttar Pradesh,2014,,80,Robertsganj,SC,Chhotelal,M,BJP,BJP,378211,1639074,378211,1,496,-
497,Uttarakhand,2014,,1,Tehri Garhwal,GEN,Mala Rajya Laxmi Shah,F,BJP,BJP,446733,1352614,446733,1,497,-
498,Uttarakhand,2014,,2,Garhwal,GEN,(Maj Gen (Retd.) ) Bhuwan Chandra Khanduri (Avsm),M,BJP,BJP,405690,1267218,405690,1,498,-
499,Uttarakhand,2014,,3,Almora,SC,Ajay Tamta,M,BJP,BJP,348186,1253541,348186,1,499,-
500,Uttarakhand,2014,3504,4,Nainital-Udhamsingh Nagar,GEN,Bhagat Singh Koshyari,M,BJP,BJP,636769,1610811,636769,1,500,@BSKoshyari
501,Uttarakhand,2014,3505,5,Hardwar,GEN,Ramesh Pokhriyal Nishank,M,BJP,BJP,592320,1642873,592320,1,501,@DrRPNishank
502,West Bengal,2014,,1,Cooch Behar,SC,Renuka Sinha,F,AITC,AITC,526499,1613403,526499,1,502,-
503,West Bengal,2014,,2,Alipurduars,ST,Dasrath Tirkey,M,AITC,AITC,362453,1470911,362453,1,503,-
504,West Bengal,2014,,3,Jalpaiguri,SC,Bijoy Chandra Barman,M,AITC,AITC,494773,1531469,494773,1,504,-
505,West Bengal,2014,2504,4,Darjeeling,GEN,S.S.Ahluwalia,M,BJP,BJP,488257,1437154,488257,1,505,@SSAhluwaliaMP
506,West Bengal,2014,2505,5,Raiganj,GEN,Md. Salim,M,CPM,CPM,317515,1387526,317515,1,506,@salimdotcomrade
507,West Bengal,2014,2506,6,Balurghat,GEN,Arpita Ghosh,F,AITC,AITC,409641,1254497,409641,1,507,@ghosarpita
508,West Bengal,2014,2507,7,Maldaha Uttar,GEN,Mausam Noor,F,INC,INC,388609,1425428,388609,1,508,@MausamNoor
509,West Bengal,2014,,8,Maldaha Dakshin,GEN,Abu Hasem Khan Chowdhury,M,INC,INC,380291,1347143,380291,1,509,-
510,West Bengal,2014,2509,9,Jangipur,GEN,Abhijit Mukherjee,M,INC,INC,378201,1391656,378201,1,510,@abhijitpranab 
511,West Bengal,2014,2510,10,Baharampur,GEN,Adhir Ranjan Chowdhury,M,INC,INC,583549,1453783,583549,1,511,@adhirrcinc
512,West Bengal,2014,,11,Murshidabad,GEN,Badaruddoza Khan,M,CPM,CPM,426947,1512098,426947,1,512,-
513,West Bengal,2014,2512,12,Krishnanagar,GEN,Tapas Paul,M,AITC,AITC,438789,1476783,438789,1,513,@MPTapasPaul 
514,West Bengal,2014,,13,Ranaghat,SC,Tapas Mandal,M,AITC,AITC,590451,1602849,590451,1,514,-
515,West Bengal,2014,,14,Bangaon,SC,Kapil Krishna Thakur,M,AITC,AITC,551213,1540713,551213,1,515,-
516,West Bengal,2014,,15,Barrackpore,GEN,Dinesh Trivedi,M,AITC,AITC,479206,1287222,479206,1,516,-
517,West Bengal,2014,2516,16,Dum Dum,GEN,Saugata Roy,M,AITC,AITC,483244,1405981,483244,1,517,@SougataRoyMP 
518,West Bengal,2014,,17,Barasat,GEN,Dr. Kakali Ghoshdostidar,F,AITC,AITC,525387,1512792,525387,1,518,-
519,West Bengal,2014,,18,Basirhat,GEN,Idris Ali,M,AITC,AITC,492326,1490596,492326,1,519,-
520,West Bengal,2014,,19,Joynagar,SC,Pratima Mondal,F,AITC,AITC,494746,1458724,494746,1,520,-
521,West Bengal,2014,,20,Mathurapur,SC,Choudhury Mohan Jatua,M,AITC,AITC,630262,1488785,630262,1,521,-
522,West Bengal,2014,2521,21,Diamond Harbour,GEN,Abhishek Banerjee,M,AITC,AITC,508481,1555914,508481,1,522,@abhishekaitc 
523,West Bengal,2014,,22,Jadavpur,GEN,Sugata Bose,M,AITC,AITC,584244,1595746,584244,1,523,-
524,West Bengal,2014,,23,Kolkata Dakshin,GEN,Subrata Bakshi,M,AITC,AITC,431715,1685296,431715,1,524,-
525,West Bengal,2014,2524,24,Kolkata Uttar,GEN,Sudip Bandyopadhyay,M,AITC,AITC,343687,1433985,343687,1,525,@sudipAITMC
526,West Bengal,2014,,25,Howrah,GEN,Prasun Banerjee,M,AITC,AITC,488461,1505099,488461,1,526,-
527,West Bengal,2014,2526,26,Uluberia,GEN,Sultan Ahmed,M,AITC,AITC,570785,1448632,570785,1,527,@TMCsultanAhmed
528,West Bengal,2014,2527,27,Srerampur,GEN,Kalyan Banerjee,M,AITC,AITC,514933,1624038,514933,1,528,@MPKalyanB
529,West Bengal,2014,,28,Hooghly,GEN,Dr. Ratna De (Nag),F,AITC,AITC,614312,1630042,614312,1,529,-
530,West Bengal,2014,,29,Arambagh,SC,Aparupa Poddar (Afrin Ali),F,AITC,AITC,748764,1600293,748764,1,530,-
531,West Bengal,2014,,30,Tamluk,GEN,Adhikari Suvendu,M,AITC,AITC,716928,1527273,716928,1,531,-
532,West Bengal,2014,,31,Kanthi,GEN,Adhikari Sisir Kumar,M,AITC,AITC,676749,1490409,676749,1,532,-
533,West Bengal,2014,2532,32,Ghatal,GEN,Adhikari Deepak (Dev),M,AITC,AITC,685696,1610489,685696,1,533,@idevadhikari
534,West Bengal,2014,,33,Jhargram,ST,Uma Saren,F,AITC,AITC,674504,1475112,674504,1,534,-
535,West Bengal,2014,,34,Medinipur,GEN,Sandhya Roy,F,AITC,AITC,580441,1499673,580441,1,535,-
536,West Bengal,2014,,35,Purulia,GEN,Dr. Mriganka Mahato,M,AITC,AITC,468277,1471933,468277,1,536,-
537,West Bengal,2014,,36,Bankura,GEN,Sreemati Dev Varma (Moon Moon Sen),F,AITC,AITC,483455,1503812,483455,1,537,-
538,West Bengal,2014,2537,37,Bishnupur,SC,Khan Saumitra,M,AITC,AITC,578870,1466921,578870,1,538,@KhanSaumitra
539,West Bengal,2014,,38,Bardhaman Purba,SC,Sunil Kumar Mondal,M,AITC,AITC,574560,1532244,574560,1,539,-
540,West Bengal,2014,2539,39,Burdwan - Durgapur,GEN,Dr. Mamtaz Sanghamita,F,AITC,AITC,554521,1583495,554521,1,540,@DrSanghamita
541,West Bengal,2014,2540,40,Asansol,GEN,Babul Supriya Baral (Babul Supriyo),M,BJP,BJP,419983,1469684,419983,1,541,@SuPriyoBabul 
542,West Bengal,2014,2541,41,Bolpur,SC,Anupam Hazra,M,AITC,AITC,630693,1538421,630693,1,542,@tweetanupam
543,West Bengal,2014,,42,Birbhum,GEN,Satabdi Roy,F,AITC,AITC,460568,1495089,460568,1,543,-
